DBN,Category,#Grade K,#Grade 1,#Grade 2,#Grade 3,#Grade 4,#Grade 5
27Q114,English Language Learners,No Data,No Data,No Data,No Data,No Data,s
27Q114,Poverty,15,22,15,21,14,19
27Q114,Reside in temporary housing,s,No Data,No Data,s,s,s
27Q114,Students with Disabilities,16,24,12,20,18,20
27Q123,All Students,124,105,102,108,94,113
27Q123,Attend school outside district of residence,13,12,s,7,s,11
27Q123,English Language Learners,s,8,6,s,s,s
27Q254,Reside in temporary housing,s,6,9,6,s,s
27Q123,Poverty,112,99,95,103,89,102
27Q123,Reside in temporary housing,12,10,8,10,6,8
27Q123,Students with Disabilities,14,17,15,22,26,23
27Q282,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
27Q124,All Students,102,110,135,150,163,151
27Q124,Attend school outside district of residence,s,s,s,s,s,7
27Q124,English Language Learners,s,9,12,13,11,12
27Q124,Poverty,102,110,135,150,163,151
27Q124,Reside in temporary housing,7,8,9,s,11,12
27Q124,Students with Disabilities,12,14,13,19,18,24
27Q137,All Students,No Data,No Data,No Data,No Data,No Data,No Data
27Q137,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
27Q137,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
27Q137,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
27Q137,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
27Q137,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
27Q146,All Students,77,83,84,72,88,70
27Q146,Attend school outside district of residence,s,No Data,No Data,s,No Data,No Data
27Q146,English Language Learners,s,s,s,s,s,s
27Q146,Poverty,41,44,33,37,46,28
27Q146,Reside in temporary housing,s,s,No Data,s,No Data,No Data
27Q146,Students with Disabilities,17,17,15,15,15,21
27Q155,All Students,83,87,93,73,80,92
27Q155,Attend school outside district of residence,s,s,No Data,6,s,s
27Q155,English Language Learners,10,12,7,s,s,s
27Q155,Poverty,75,82,86,68,78,90
27Q155,Reside in temporary housing,s,s,s,s,s,s
27Q155,Students with Disabilities,9,15,s,s,10,19
27Q183,All Students,56,57,68,78,65,73
27Q183,Attend school outside district of residence,s,s,s,s,No Data,s
27Q183,English Language Learners,s,s,s,s,s,s
27Q183,Poverty,50,53,59,71,55,60
27Q183,Reside in temporary housing,7,s,7,8,6,6
27Q183,Students with Disabilities,11,12,20,25,28,20
27Q197,All Students,95,111,95,74,68,72
27Q197,Attend school outside district of residence,No Data,s,s,s,s,s
27Q197,English Language Learners,14,22,28,13,15,12
27Q197,Poverty,87,102,81,65,58,64
27Q197,Reside in temporary housing,13,8,s,11,s,s
27Q197,Students with Disabilities,14,20,25,18,19,22
27Q202,All Students,No Data,No Data,No Data,No Data,No Data,No Data
27Q202,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
27Q202,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
27Q202,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
27Q202,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
27Q202,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
27Q207,All Students,71,74,68,77,57,85
27Q207,Attend school outside district of residence,s,s,s,s,s,s
27Q207,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
27Q207,Poverty,28,20,25,37,24,30
27Q207,Reside in temporary housing,s,No Data,s,No Data,No Data,No Data
27Q207,Students with Disabilities,19,15,15,18,15,16
27Q210,All Students,No Data,No Data,No Data,No Data,No Data,No Data
27Q210,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
27Q210,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
27Q210,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
27Q210,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
27Q210,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
27Q223,All Students,93,105,107,94,95,83
27Q223,Attend school outside district of residence,s,s,s,s,s,6
27Q223,English Language Learners,s,7,s,s,s,s
27Q254,Students with Disabilities,10,15,7,15,16,18
27Q223,Poverty,86,95,96,86,86,72
27Q223,Reside in temporary housing,s,8,10,6,s,9
27Q223,Students with Disabilities,11,16,23,27,22,15
27Q226,All Students,No Data,No Data,No Data,No Data,No Data,No Data
27Q226,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
27Q226,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
27Q226,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
27Q226,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
27Q226,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
27Q317,Attend school outside district of residence,No Data,s,s,No Data,s,s
27Q232,All Students,103,104,115,139,133,152
27Q232,Attend school outside district of residence,s,s,s,No Data,8,6
27Q232,English Language Learners,6,11,s,s,s,s
27Q232,Poverty,58,57,66,74,73,83
27Q232,Reside in temporary housing,s,s,s,s,s,s
27Q232,Students with Disabilities,14,14,28,20,17,33
27Q253,All Students,95,87,87,104,89,71
27Q253,Attend school outside district of residence,s,s,s,No Data,s,No Data
27Q253,English Language Learners,46,38,28,18,18,6
27Q253,Poverty,87,83,82,94,85,66
27Q253,Reside in temporary housing,20,16,9,s,11,s
27Q253,Students with Disabilities,14,22,18,23,21,10
27Q254,All Students,104,97,111,116,97,109
27Q254,Attend school outside district of residence,s,s,s,7,s,s
27Q254,Poverty,78,79,92,95,78,92
27Q262,All Students,No Data,No Data,No Data,No Data,No Data,No Data
27Q262,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
27Q262,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
27Q262,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
27Q262,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
27Q262,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
27Q273,All Students,41,47,59,72,58,47
27Q273,Attend school outside district of residence,s,s,s,s,s,s
27Q273,English Language Learners,8,8,s,7,8,s
27Q273,Poverty,38,45,59,69,57,45
27Q273,Reside in temporary housing,s,s,s,s,No Data,No Data
27Q273,Students with Disabilities,s,10,12,11,15,s
27Q282,All Students,No Data,No Data,No Data,No Data,No Data,No Data
27Q282,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
27Q282,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
27Q282,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
27Q282,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
27Q297,All Students,No Data,No Data,No Data,No Data,No Data,No Data
27Q297,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
27Q297,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
27Q297,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
27Q297,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
27Q297,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
27Q306,All Students,64,68,68,78,63,85
27Q306,Attend school outside district of residence,s,s,s,9,s,s
27Q306,English Language Learners,12,12,12,s,s,10
27Q306,Poverty,54,56,60,56,58,73
27Q306,Reside in temporary housing,s,6,s,8,s,s
27Q306,Students with Disabilities,11,14,9,12,17,19
27Q309,All Students,No Data,No Data,No Data,No Data,No Data,No Data
27Q309,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
27Q309,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
27Q309,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
27Q309,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
27Q309,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
27Q316,All Students,74,67,No Data,No Data,No Data,No Data
27Q316,Attend school outside district of residence,6,8,No Data,No Data,No Data,No Data
27Q323,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
27Q316,English Language Learners,12,7,No Data,No Data,No Data,No Data
27Q316,Poverty,52,47,No Data,No Data,No Data,No Data
27Q316,Students with Disabilities,6,10,No Data,No Data,No Data,No Data
27Q317,All Students,63,72,75,77,85,64
27Q317,Poverty,46,56,58,60,74,55
27Q317,Reside in temporary housing,s,s,13,6,13,s
27Q317,Students with Disabilities,13,11,10,18,20,14
27Q318,All Students,No Data,No Data,No Data,No Data,No Data,No Data
27Q318,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
27Q318,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
29Q035,Attend school outside district of residence,s,s,s,No Data,s,s
27Q318,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
27Q318,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
27Q318,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
27Q319,All Students,No Data,No Data,No Data,No Data,No Data,No Data
27Q319,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
27Q319,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
27Q319,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
27Q319,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
27Q323,All Students,No Data,No Data,No Data,No Data,No Data,No Data
27Q323,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
27Q323,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
27Q323,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
27Q333,All Students,68,77,56,51,45,45
27Q333,Attend school outside district of residence,s,s,s,No Data,s,s
27Q333,Poverty,48,58,45,34,34,30
27Q333,Reside in temporary housing,s,s,s,No Data,No Data,No Data
27Q333,Students with Disabilities,s,11,s,s,s,s
27Q362,All Students,91,79,83,91,79,65
27Q362,Attend school outside district of residence,No Data,s,No Data,s,s,s
27Q362,English Language Learners,32,23,10,22,9,12
27Q362,Poverty,84,70,71,84,69,62
27Q362,Reside in temporary housing,s,13,13,s,8,9
27Q362,Students with Disabilities,24,8,14,23,17,13
28Q284,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
28Q008,All Students,No Data,No Data,No Data,No Data,No Data,No Data
28Q008,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
28Q008,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
28Q008,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
28Q008,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
28Q008,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
28Q040,All Students,77,61,90,110,76,91
28Q040,Attend school outside district of residence,s,s,9,8,6,12
28Q040,English Language Learners,6,s,s,s,s,8
28Q040,Poverty,69,60,81,102,74,90
28Q082,Attend school outside district of residence,12,s,8,s,s,6
28Q040,Reside in temporary housing,10,7,10,15,12,15
28Q040,Students with Disabilities,11,10,20,28,18,31
28Q048,All Students,104,91,96,89,97,72
28Q048,Attend school outside district of residence,s,8,6,6,s,6
28Q048,English Language Learners,13,s,s,7,9,s
28Q048,Poverty,83,80,78,80,80,56
28Q048,Reside in temporary housing,19,12,11,15,10,14
28Q048,Students with Disabilities,18,19,22,25,29,26
28Q050,All Students,112,134,136,101,127,120
28Q050,Attend school outside district of residence,s,s,6,9,s,16
28Q050,English Language Learners,24,16,19,13,18,23
28Q050,Poverty,101,112,126,91,113,106
28Q050,Reside in temporary housing,10,16,14,s,11,s
28Q050,Students with Disabilities,17,14,27,19,23,34
28Q054,All Students,97,115,104,106,83,81
28Q054,Attend school outside district of residence,s,s,s,s,9,s
28Q054,English Language Learners,27,44,30,22,18,10
28Q054,Poverty,97,115,104,106,83,81
28Q054,Reside in temporary housing,8,9,14,11,6,8
28Q054,Students with Disabilities,17,12,11,14,12,18
28Q055,All Students,82,64,84,86,80,79
28Q055,Attend school outside district of residence,s,s,s,s,6,s
28Q055,English Language Learners,16,13,7,10,s,s
28Q055,Poverty,67,57,69,72,64,63
28Q055,Reside in temporary housing,s,s,s,s,s,s
28Q055,Students with Disabilities,s,s,15,22,13,23
28Q680,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
28Q072,All Students,No Data,No Data,No Data,No Data,No Data,No Data
28Q072,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
28Q072,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
28Q072,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
28Q072,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
28Q072,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
28Q080,All Students,65,94,88,90,77,93
28Q080,Attend school outside district of residence,8,11,21,16,20,16
28Q080,English Language Learners,s,s,s,s,No Data,s
28Q080,Poverty,55,71,71,65,63,66
28Q080,Reside in temporary housing,11,8,12,10,10,9
28Q080,Students with Disabilities,7,17,19,22,25,25
28Q082,All Students,103,122,107,99,105,107
28Q082,Poverty,103,122,107,99,105,107
28Q082,Reside in temporary housing,9,7,7,6,7,7
28Q082,Students with Disabilities,12,21,16,13,8,19
28Q086,All Students,138,178,188,164,161,70
28Q086,Attend school outside district of residence,6,s,10,9,12,s
28Q086,English Language Learners,57,71,73,45,42,8
28Q086,Poverty,138,178,188,164,161,70
28Q086,Reside in temporary housing,14,9,11,11,13,6
28Q086,Students with Disabilities,20,27,32,33,33,6
28Q099,All Students,111,125,127,129,136,123
28Q099,Attend school outside district of residence,s,6,s,s,10,s
28Q099,English Language Learners,11,17,17,11,12,13
28Q099,Poverty,64,91,78,83,94,85
28Q099,Reside in temporary housing,9,13,11,s,9,s
28Q099,Students with Disabilities,21,16,24,35,24,18
28Q101,All Students,106,115,95,82,101,90
28Q101,Attend school outside district of residence,s,s,s,s,s,s
28Q101,English Language Learners,8,s,6,s,No Data,s
28Q101,Poverty,17,16,14,19,14,17
28Q101,Reside in temporary housing,s,No Data,s,s,s,No Data
28Q101,Students with Disabilities,s,12,11,s,12,12
29Q176,Students with Disabilities,8,7,13,14,15,15
28Q117,All Students,163,184,167,175,153,168
28Q117,Attend school outside district of residence,s,s,6,s,s,s
28Q117,English Language Learners,11,22,10,16,17,23
28Q117,Poverty,163,184,167,175,153,168
28Q117,Reside in temporary housing,15,10,12,17,10,8
28Q117,Students with Disabilities,25,22,21,31,37,33
28Q121,All Students,137,173,177,154,130,142
28Q121,Attend school outside district of residence,13,21,22,19,10,9
28Q121,English Language Learners,s,9,13,7,No Data,s
28Q121,Poverty,108,137,139,121,100,113
28Q121,Reside in temporary housing,s,s,7,s,s,s
28Q121,Students with Disabilities,11,15,16,20,21,23
28Q139,All Students,128,125,126,146,153,143
28Q139,Attend school outside district of residence,s,s,7,14,19,22
28Q139,English Language Learners,19,23,28,23,18,19
28Q139,Poverty,77,71,95,99,103,102
28Q139,Reside in temporary housing,s,s,s,s,No Data,s
28Q139,Students with Disabilities,17,18,17,24,27,30
28Q140,All Students,74,75,74,82,84,100
28Q140,Attend school outside district of residence,s,No Data,s,s,6,s
28Q140,English Language Learners,s,s,s,s,s,s
28Q140,Poverty,67,71,71,79,75,92
28Q140,Reside in temporary housing,8,s,13,13,15,s
28Q140,Students with Disabilities,s,s,15,19,21,23
28Q144,All Students,171,126,139,150,113,116
28Q144,Attend school outside district of residence,s,s,s,s,s,s
28Q144,English Language Learners,16,9,8,s,s,No Data
28Q144,Poverty,27,23,31,34,27,31
28Q144,Reside in temporary housing,s,s,s,s,s,s
28Q144,Students with Disabilities,15,11,23,18,9,18
28Q157,All Students,No Data,No Data,No Data,No Data,No Data,No Data
28Q174,Students with Disabilities,7,13,10,10,13,21
28Q157,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
28Q157,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
28Q157,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
28Q157,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
28Q157,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
28Q160,All Students,106,108,108,114,94,111
28Q160,Attend school outside district of residence,s,s,s,8,s,16
28Q160,English Language Learners,8,s,s,8,s,s
28Q160,Poverty,98,100,99,105,85,101
28Q160,Reside in temporary housing,16,11,16,11,10,6
28Q160,Students with Disabilities,14,18,26,28,18,26
28Q161,All Students,123,102,121,130,113,85
28Q161,Attend school outside district of residence,17,12,13,11,8,14
28Q161,Poverty,103,89,107,121,104,75
28Q161,Reside in temporary housing,7,s,s,s,s,s
28Q161,Students with Disabilities,7,13,19,20,17,15
28Q167,All Students,No Data,No Data,No Data,No Data,No Data,No Data
28Q167,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
28Q167,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
28Q167,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
28Q167,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
28Q167,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
28Q174,All Students,125,109,114,108,107,105
28Q174,Attend school outside district of residence,s,No Data,No Data,s,6,s
28Q174,English Language Learners,14,19,13,9,6,6
28Q174,Poverty,36,43,38,40,35,43
28Q174,Reside in temporary housing,No Data,s,s,s,s,No Data
28Q175,All Students,144,127,123,110,116,100
28Q175,Attend school outside district of residence,s,s,s,s,No Data,s
28Q175,English Language Learners,11,13,12,10,11,7
28Q175,Poverty,79,63,73,67,63,66
28Q175,Reside in temporary housing,s,s,s,s,s,s
28Q175,Students with Disabilities,22,17,14,13,14,11
28Q182,All Students,136,135,143,138,134,211
28Q182,Attend school outside district of residence,6,No Data,s,s,s,6
28Q182,English Language Learners,55,59,47,35,42,64
28Q182,Poverty,129,130,141,130,128,195
28Q182,Reside in temporary housing,12,7,10,9,12,11
28Q182,Students with Disabilities,19,19,21,19,24,40
28Q190,All Students,No Data,No Data,No Data,No Data,No Data,No Data
28Q312,English Language Learners,s,s,No Data,No Data,No Data,No Data
28Q190,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
28Q190,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
28Q190,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
28Q190,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
28Q190,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
28Q196,All Students,169,152,127,137,160,139
28Q196,Attend school outside district of residence,No Data,No Data,s,s,s,s
28Q196,English Language Learners,16,16,6,7,6,7
28Q196,Poverty,29,28,28,30,31,44
28Q196,Reside in temporary housing,s,s,No Data,s,s,No Data
28Q196,Students with Disabilities,15,15,15,17,21,18
28Q206,All Students,97,86,105,100,99,84
28Q206,Attend school outside district of residence,6,9,s,s,s,7
28Q206,English Language Learners,23,24,32,27,22,14
28Q206,Poverty,79,76,93,80,83,67
28Q206,Reside in temporary housing,s,s,6,s,s,6
28Q206,Students with Disabilities,7,s,14,10,s,10
28Q217,All Students,No Data,No Data,No Data,No Data,No Data,No Data
28Q217,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
28Q217,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
28Q217,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
28Q217,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
30Q300,Students with Disabilities,No Data,s,No Data,No Data,No Data,No Data
28Q217,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
28Q220,All Students,99,107,113,109,115,114
28Q220,Attend school outside district of residence,7,s,7,s,8,9
28Q220,English Language Learners,18,23,19,17,23,12
28Q220,Poverty,71,86,85,75,82,84
28Q220,Reside in temporary housing,s,6,7,s,No Data,s
28Q220,Students with Disabilities,12,12,18,15,22,17
28Q284,All Students,No Data,No Data,No Data,No Data,No Data,No Data
28Q284,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
28Q284,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
28Q284,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
28Q284,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
30Q002,Attend school outside district of residence,s,No Data,s,s,s,No Data
28Q287,All Students,No Data,No Data,No Data,No Data,No Data,No Data
28Q287,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
28Q287,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
28Q287,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
28Q287,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
28Q287,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
28Q303,All Students,50,40,40,30,No Data,No Data
28Q303,English Language Learners,s,No Data,No Data,No Data,No Data,No Data
28Q303,Poverty,15,s,9,s,No Data,No Data
28Q303,Students with Disabilities,s,s,s,s,No Data,No Data
28Q310,All Students,No Data,No Data,No Data,No Data,No Data,No Data
28Q310,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
28Q310,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
28Q310,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
28Q310,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
28Q310,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
28Q312,All Students,39,33,No Data,No Data,No Data,No Data
28Q312,Attend school outside district of residence,s,s,No Data,No Data,No Data,No Data
28Q312,Poverty,36,32,No Data,No Data,No Data,No Data
28Q312,Reside in temporary housing,s,s,No Data,No Data,No Data,No Data
28Q312,Students with Disabilities,6,8,No Data,No Data,No Data,No Data
28Q332,All Students,No Data,No Data,No Data,No Data,No Data,No Data
28Q332,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
28Q332,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
28Q680,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
28Q332,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
28Q332,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
28Q332,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
28Q349,All Students,75,No Data,No Data,No Data,No Data,No Data
28Q349,Attend school outside district of residence,12,No Data,No Data,No Data,No Data,No Data
28Q349,English Language Learners,22,No Data,No Data,No Data,No Data,No Data
28Q349,Poverty,55,No Data,No Data,No Data,No Data,No Data
28Q349,Reside in temporary housing,6,No Data,No Data,No Data,No Data,No Data
28Q349,Students with Disabilities,10,No Data,No Data,No Data,No Data,No Data
28Q354,All Students,102,103,105,109,85,89
28Q354,Attend school outside district of residence,11,7,11,15,10,6
28Q354,English Language Learners,No Data,s,s,8,s,s
28Q354,Poverty,80,85,90,94,71,71
28Q354,Reside in temporary housing,s,s,s,11,8,s
28Q354,Students with Disabilities,21,19,29,19,19,17
28Q358,All Students,No Data,No Data,No Data,No Data,No Data,No Data
28Q358,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
28Q358,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
28Q358,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
28Q358,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
28Q358,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
29Q015,Reside in temporary housing,s,s,8,8,s,10
28Q680,All Students,No Data,No Data,No Data,No Data,No Data,No Data
28Q680,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
28Q680,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
28Q680,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
28Q896,All Students,No Data,No Data,No Data,No Data,No Data,No Data
28Q896,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
28Q896,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
28Q896,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
28Q896,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
28Q896,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
29Q015,All Students,68,65,76,71,77,75
29Q015,Attend school outside district of residence,s,s,6,7,9,s
29Q015,English Language Learners,s,s,s,No Data,No Data,s
29Q015,Poverty,56,50,56,60,55,52
29Q015,Students with Disabilities,s,8,14,s,7,16
29Q033,All Students,181,174,176,170,169,183
29Q033,Attend school outside district of residence,6,s,s,s,s,8
29Q033,English Language Learners,58,26,22,24,22,7
29Q033,Poverty,130,136,139,133,139,136
29Q033,Reside in temporary housing,s,s,s,s,s,s
29Q033,Students with Disabilities,15,17,20,17,23,22
29Q034,All Students,81,81,95,90,99,88
29Q034,Attend school outside district of residence,s,No Data,No Data,s,s,s
29Q034,English Language Learners,8,s,9,11,15,s
29Q034,Poverty,70,65,82,75,83,72
29Q034,Reside in temporary housing,6,7,s,16,11,s
29Q034,Students with Disabilities,7,9,14,14,11,17
29Q052,Students with Disabilities,21,13,11,18,16,18
29Q035,All Students,109,101,90,116,109,93
29Q035,English Language Learners,23,18,11,16,15,9
29Q035,Poverty,79,87,71,88,83,76
29Q035,Reside in temporary housing,6,s,8,s,6,7
29Q035,Students with Disabilities,20,11,20,17,13,15
29Q036,All Students,67,87,72,90,92,79
29Q036,Attend school outside district of residence,6,s,s,10,7,8
29Q036,English Language Learners,s,s,s,s,s,s
29Q036,Poverty,67,87,72,90,92,79
29Q036,Reside in temporary housing,16,18,7,12,12,6
29Q036,Students with Disabilities,9,16,13,20,20,17
29Q037,All Students,80,71,91,81,85,92
29Q037,Attend school outside district of residence,12,s,8,10,s,12
29Q037,English Language Learners,s,s,s,7,s,s
29Q037,Poverty,63,60,75,64,61,64
29Q037,Reside in temporary housing,12,12,10,10,6,9
29Q037,Students with Disabilities,7,11,19,21,20,24
29Q038,All Students,47,24,38,30,38,41
29Q038,Attend school outside district of residence,s,No Data,s,No Data,s,s
29Q038,English Language Learners,No Data,s,s,s,No Data,No Data
29Q038,Poverty,34,20,31,23,34,33
29Q038,Reside in temporary housing,s,No Data,s,No Data,No Data,s
29Q038,Students with Disabilities,6,s,7,s,12,11
29Q052,All Students,100,79,55,88,90,67
29Q052,Attend school outside district of residence,8,s,s,7,s,10
29Q052,English Language Learners,s,s,s,9,s,s
29Q052,Poverty,100,79,55,88,90,67
31R007,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
29Q052,Reside in temporary housing,23,25,16,25,28,16
29Q059,All Students,No Data,No Data,No Data,No Data,No Data,No Data
29Q059,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
29Q059,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
29Q059,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
29Q059,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
29Q059,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
29Q095,All Students,231,237,274,271,231,273
29Q095,Attend school outside district of residence,13,s,18,s,11,18
29Q095,English Language Learners,53,68,90,60,44,47
29Q095,Poverty,231,237,274,271,231,273
29Q095,Reside in temporary housing,22,23,28,40,46,60
29Q095,Students with Disabilities,23,22,31,34,18,26
29Q118,All Students,68,73,102,70,92,89
29Q109,All Students,No Data,No Data,No Data,No Data,No Data,No Data
29Q109,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
29Q109,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
29Q109,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
29Q109,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
29Q109,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
29Q116,All Students,80,112,87,101,83,77
29Q116,Attend school outside district of residence,s,6,s,7,s,s
29Q116,English Language Learners,12,20,16,12,12,7
